datetime,portfolio_value
2025-03-19 09:50:00-04:00,20757.216107157947
2025-03-19 09:55:00-04:00,20750.617634696955
2025-03-19 10:00:00-04:00,20751.04704556304
2025-03-19 10:05:00-04:00,20759.59331301841
2025-03-19 10:10:00-04:00,20754.028783049587
2025-03-19 10:15:00-04:00,20767.921048226006
2025-03-19 10:20:00-04:00,20781.185456879473
2025-03-19 10:25:00-04:00,20771.46428766782
2025-03-19 10:30:00-04:00,20777.69006908985
2025-03-19 10:35:00-04:00,20770.292192729295
2025-03-19 10:40:00-04:00,20762.593510434734
2025-03-19 10:45:00-04:00,20767.504272783306
2025-03-19 10:50:00-04:00,20754.96120079874
2025-03-19 10:55:00-04:00,20754.801340790927
2025-03-19 11:00:00-04:00,20763.881992522885
2025-03-19 11:05:00-04:00,20765.52767900812
2025-03-19 11:10:00-04:00,20764.395941616513
2025-03-19 11:15:00-04:00,20737.51162472961
2025-03-19 11:20:00-04:00,20753.440615333
2025-03-19 11:25:00-04:00,20759.306481371874
2025-03-19 11:30:00-04:00,20763.723543960514
2025-03-19 11:35:00-04:00,20768.799458731828
2025-03-19 11:40:00-04:00,20772.224071968623
2025-03-19 11:45:00-04:00,20788.746705281035
2025-03-19 11:50:00-04:00,20809.30404474626
2025-03-19 11:55:00-04:00,20794.03241068206
2025-03-19 12:00:00-04:00,20799.640657859312
2025-03-19 12:05:00-04:00,20796.465668483354
2025-03-19 12:10:00-04:00,20777.87397818765
2025-03-19 12:15:00-04:00,20782.89205790335
2025-03-19 12:20:00-04:00,20771.739398038546
2025-03-19 12:25:00-04:00,20777.037325905956
2025-03-19 12:30:00-04:00,20769.120285277648
2025-03-19 12:35:00-04:00,20766.42024555815
2025-03-19 12:40:00-04:00,20765.851840355594
2025-03-19 12:45:00-04:00,20765.169096133013
2025-03-19 12:50:00-04:00,20770.191225446175
2025-03-19 12:55:00-04:00,20754.062682555148
2025-03-19 13:00:00-04:00,20735.68663355662
2025-03-19 13:05:00-04:00,20730.159820989855
2025-03-19 13:10:00-04:00,20715.560852190385
2025-03-19 13:15:00-04:00,20717.118344024424
2025-03-19 13:20:00-04:00,20711.863138915964
2025-03-19 13:25:00-04:00,20702.941814741203
2025-03-19 13:30:00-04:00,20702.219775482452
2025-03-19 13:35:00-04:00,20725.65571326162
2025-03-19 13:40:00-04:00,20706.238216796515
2025-03-19 13:45:00-04:00,20680.16126369764
2025-03-19 13:50:00-04:00,20692.54987098024
2025-03-19 13:55:00-04:00,20685.925449061113
2025-03-19 14:00:00-04:00,20725.09142561011
2025-03-19 14:05:00-04:00,20730.644815396532
2025-03-19 14:10:00-04:00,20742.136581261184
2025-03-19 14:15:00-04:00,20737.079828564827
2025-03-19 14:20:00-04:00,20736.966444030324
2025-03-19 14:25:00-04:00,20722.227262775286
2025-03-19 14:30:00-04:00,20757.969136948923
2025-03-19 14:35:00-04:00,20751.895432771962
2025-03-19 14:40:00-04:00,20796.041241755578
2025-03-19 14:45:00-04:00,20792.30931160178
2025-03-19 14:50:00-04:00,20828.622585018427
2025-03-19 14:55:00-04:00,20843.73043691217
2025-03-19 15:00:00-04:00,20858.679960150836
2025-03-19 15:05:00-04:00,20898.812005036132
2025-03-19 15:10:00-04:00,20893.61506973414
2025-03-19 15:15:00-04:00,20882.099978883347
2025-03-19 15:20:00-04:00,20857.993548199727
2025-03-19 15:25:00-04:00,20830.066054285035
2025-03-19 15:30:00-04:00,20859.699223347412
2025-03-19 15:35:00-04:00,20856.716409919314
2025-03-19 15:40:00-04:00,20874.466968235993
2025-03-19 15:45:00-04:00,20860.971055354275
2025-03-19 15:50:00-04:00,20831.957972640157
2025-03-19 15:55:00-04:00,20823.593117543223
2025-03-20 09:30:00-04:00,20719.16700937361
2025-03-20 09:35:00-04:00,20702.51554415038
2025-03-20 09:40:00-04:00,20736.22303167212
2025-03-20 09:45:00-04:00,20740.825278109074
2025-03-20 09:50:00-04:00,20763.893785859695
2025-03-20 09:55:00-04:00,20788.411820345842
2025-03-20 10:00:00-04:00,20823.43674227241
2025-03-20 10:05:00-04:00,20842.132400267747
2025-03-20 10:10:00-04:00,20850.45428716766
2025-03-20 10:15:00-04:00,20864.433294986724
2025-03-20 10:20:00-04:00,20886.95168284153
2025-03-20 10:25:00-04:00,20891.54031472257
2025-03-20 10:30:00-04:00,20883.47793472263
2025-03-20 10:35:00-04:00,20889.386415392106
2025-03-20 10:40:00-04:00,20906.864180149074
2025-03-20 10:45:00-04:00,20910.48343616971
2025-03-20 10:50:00-04:00,20900.075215276964
2025-03-20 10:55:00-04:00,20895.34081225657
2025-03-20 11:00:00-04:00,20895.297636856736
2025-03-20 11:05:00-04:00,20890.138770187677
2025-03-20 11:10:00-04:00,20879.234979447167
2025-03-20 11:15:00-04:00,20857.60406477634
2025-03-20 11:20:00-04:00,20860.464005657726
2025-03-20 11:25:00-04:00,20852.862360959054
2025-03-20 11:30:00-04:00,20837.009940974232
2025-03-20 11:35:00-04:00,20851.18095289839
2025-03-20 11:40:00-04:00,20873.089071003313
2025-03-20 11:45:00-04:00,20876.196985277707
2025-03-20 11:50:00-04:00,20873.761404056757
2025-03-20 11:55:00-04:00,20847.421394043187
2025-03-20 12:00:00-04:00,20858.471804930654
2025-03-20 12:05:00-04:00,20843.42815500585
2025-03-20 12:10:00-04:00,20840.068593892818
2025-03-20 12:15:00-04:00,20833.419501141765
2025-03-20 12:20:00-04:00,20820.423340433907
2025-03-20 12:25:00-04:00,20795.209742171213
2025-03-20 12:30:00-04:00,20798.06951524941
2025-03-20 12:35:00-04:00,20812.568630788996
2025-03-20 12:40:00-04:00,20799.180955591484
2025-03-20 12:45:00-04:00,20785.832316639437
2025-03-20 12:50:00-04:00,20805.874029015882
2025-03-20 12:55:00-04:00,20785.969477737475
2025-03-20 13:00:00-04:00,20800.897912522258
2025-03-20 13:05:00-04:00,20815.107546273553
2025-03-20 13:10:00-04:00,20809.40003301902
2025-03-20 13:15:00-04:00,20801.380258999787
2025-03-20 13:20:00-04:00,20771.343372242598
2025-03-20 13:25:00-04:00,20740.916252773713
2025-03-20 13:30:00-04:00,20759.72633411857
2025-03-20 13:35:00-04:00,20774.6322461214
2025-03-20 13:40:00-04:00,20770.70183261512
2025-03-20 13:45:00-04:00,20772.380396926004
2025-03-20 13:50:00-04:00,20754.83213883695
2025-03-20 13:55:00-04:00,20753.771556170384
2025-03-20 14:00:00-04:00,20755.954053328183
2025-03-20 14:05:00-04:00,20760.13308843792
2025-03-20 14:10:00-04:00,20767.489468554548
2025-03-20 14:15:00-04:00,20768.898278471366
2025-03-20 14:20:00-04:00,20756.037937258232
2025-03-20 14:25:00-04:00,20735.49451441855
2025-03-20 14:30:00-04:00,20727.8803808743
2025-03-20 14:35:00-04:00,20748.120352110604
2025-03-20 14:40:00-04:00,20739.246075517567
2025-03-20 14:45:00-04:00,20757.24191551252
2025-03-20 14:50:00-04:00,20785.465701935984
